auction_action,auction_state,authoritative_event_ids,authoritative_event_types,balance_state,directional_alignment,displaced_signal_actions,displaced_signal_ids,displaced_trade_actions,downstream_contract_version,downstream_signal_state,downstream_trade_action,exit_pressure,generated_signal_transitions,index,management_posture,management_reason_code,permission_results,persisted_signal_action,selected_candidate_id,selected_opportunity_key,setup_reference_price,should_exit_signal,signal_action,signal_stage,signal_status,signal_status_reason,snapshot_time,symbol,target_expansion_allowed,trail_mode
NO_EVENT,NONE,[],[],LOCKED,UNKNOWN,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""2afed6e7-898c-5a79-8bf5-1d7891f21ccb"", ""setup"": ""REVERSAL"", ""side"": ""SELL"", ""stage"": ""TRANSITION"", ""status"": ""OPEN"", ""status_reason"": ""NO_CURRENT_CREATION_EVENT"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""NO_CURRENT_CREATION_EVENT"", ""should_exit_signal"": false}]",661,CAUTION,NO_CURRENT_CREATION_EVENT,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",HOLD,CAND:995ee50ff305357125723e26,OPP:995ee50ff305357125723e26,1724.2,False,HOLD,TRANSITION,OPEN,NO_CURRENT_CREATION_EVENT,2026-07-31T11:36:00+05:30,COFORGE,False,ATR_MULTIPLE
NO_EVENT,NONE,[],[],NONE,UNKNOWN,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""a73cb6c9-a388-53f1-92b2-41820e34edd3"", ""setup"": ""REVERSAL"", ""side"": ""SELL"", ""stage"": ""TRANSITION"", ""status"": ""OPEN"", ""status_reason"": ""NO_CURRENT_CREATION_EVENT"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""NO_CURRENT_CREATION_EVENT"", ""should_exit_signal"": false}]",662,CAUTION,NO_CURRENT_CREATION_EVENT,[],HOLD,CAND:6644484c352c701feebfdf31,OPP:6644484c352c701feebfdf31,8026.5,False,HOLD,TRANSITION,OPEN,NO_CURRENT_CREATION_EVENT,2026-07-31T11:36:00+05:30,DIVISLAB,False,ATR_MULTIPLE
BALANCE_COMPLETED,NONE,"[""BAL:EXIDEIND:2026-07-31:001:NEUTRAL:100900:BALANCE_COMPLETED:113600""]","[""BALANCE_COMPLETED""]",COMPLETED,,[],[],[],,,,,[],663,,,[],,,,,,NO_ACTION,,,,2026-07-31T11:36:00+05:30,EXIDEIND,,
NO_EVENT,NONE,[],[],NONE,UNKNOWN,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""76d65cfd-3f5f-5419-81f1-24a924660ce7"", ""setup"": ""REVERSAL"", ""side"": ""BUY"", ""stage"": ""TRANSITION"", ""status"": ""OPEN"", ""status_reason"": ""NO_CURRENT_CREATION_EVENT"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""NO_CURRENT_CREATION_EVENT"", ""should_exit_signal"": false}]",664,CAUTION,NO_CURRENT_CREATION_EVENT,[],HOLD,CAND:32b3a707960484f98d8399a7,OPP:32b3a707960484f98d8399a7,17907.0,False,HOLD,TRANSITION,OPEN,NO_CURRENT_CREATION_EVENT,2026-07-31T11:36:00+05:30,FORCEMOT,False,ATR_MULTIPLE
NO_EVENT,NONE,[],[],LOCKED,,[],[],[],,,,,[],665,,,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",,,,,,NO_ACTION,,,,2026-07-31T11:36:00+05:30,GLENMARK,,
NO_EVENT,REVERSAL_WATCH,[],[],LOCKED,,[],[],[],,,,,[],666,,,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",,,,,,NO_ACTION,,,,2026-07-31T11:36:00+05:30,INDUSTOWER,,
NO_EVENT,NONE,[],[],NONE,UNKNOWN,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""fe205a27-ef8f-5bf7-9192-94593d799d94"", ""setup"": ""BREAKOUT_INITIATION"", ""side"": ""BUY"", ""stage"": ""TRANSITION"", ""status"": ""OPEN"", ""status_reason"": ""NO_CURRENT_CREATION_EVENT"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""NO_CURRENT_CREATION_EVENT"", ""should_exit_signal"": false}]",667,CAUTION,NO_CURRENT_CREATION_EVENT,[],HOLD,CAND:4a3872010c190995b2d63ff8,OPP:4a3872010c190995b2d63ff8,628.95,False,HOLD,TRANSITION,OPEN,NO_CURRENT_CREATION_EVENT,2026-07-31T11:36:00+05:30,KALYANKJIL,False,ATR_MULTIPLE
NO_EVENT,NONE,[],[],NONE,UNKNOWN,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""50c51811-b112-5f0f-9fcc-a1422ceea97c"", ""setup"": ""REVERSAL"", ""side"": ""BUY"", ""stage"": ""TRANSITION"", ""status"": ""OPEN"", ""status_reason"": ""NO_CURRENT_CREATION_EVENT"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""NO_CURRENT_CREATION_EVENT"", ""should_exit_signal"": false}]",668,CAUTION,NO_CURRENT_CREATION_EVENT,[],HOLD,CAND:7316c4a2330c742a8803fe6c,OPP:7316c4a2330c742a8803fe6c,369.15,False,HOLD,TRANSITION,OPEN,NO_CURRENT_CREATION_EVENT,2026-07-31T11:36:00+05:30,MANAPPURAM,False,ATR_MULTIPLE
NO_EVENT,REVERSAL_WATCH,[],[],FORMING,ALIGNED,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""cad8805e-c102-57a4-96c7-d70c9c07f5cc"", ""setup"": ""BREAKOUT_INITIATION"", ""side"": ""BUY"", ""stage"": ""PROTECT"", ""status"": ""OPEN"", ""status_reason"": ""AUTHORITATIVE_REVERSAL_WATCH"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""AUTHORITATIVE_REVERSAL_WATCH"", ""should_exit_signal"": false}]",669,CAUTION,AUTHORITATIVE_REVERSAL_WATCH,[],HOLD,CAND:6e00ceac84968df1df4d7495,OPP:6e00ceac84968df1df4d7495,5416.9,False,HOLD,PROTECT,OPEN,AUTHORITATIVE_REVERSAL_WATCH,2026-07-31T11:36:00+05:30,PERSISTENT,False,ATR_MULTIPLE
NO_EVENT,DIRECTIONAL,[],[],FAILED_BACK_INSIDE,ALIGNED,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""57fbc3b0-0822-51b7-8515-450ea6586841"", ""setup"": ""FAILED_BREAKOUT"", ""side"": ""BUY"", ""stage"": ""ACTIVE"", ""status"": ""OPEN"", ""status_reason"": ""AUTHORITATIVE_DIRECTIONAL_ALIGNED"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""STRENGTHEN"", ""management_reason_code"": ""AUTHORITATIVE_DIRECTIONAL_ALIGNED"", ""should_exit_signal"": false}]",670,STRENGTHEN,AUTHORITATIVE_DIRECTIONAL_ALIGNED,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",HOLD,CAND:dc1ab160fa1ee75a10189da6,OPP:dc1ab160fa1ee75a10189da6,32370.0,False,HOLD,ACTIVE,OPEN,AUTHORITATIVE_DIRECTIONAL_ALIGNED,2026-07-31T11:36:00+05:30,POWERINDIA,True,ATR_MULTIPLE
NO_EVENT,NONE,[],[],FAILED_BACK_INSIDE,,[],[],[],,,,,[],671,,,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",,,,,,NO_ACTION,,,,2026-07-31T11:36:00+05:30,TCS,,
"BALANCE_FORMING_STARTED,DIRECTIONAL_TREND_RESTORED",DIRECTIONAL,"[""BAL:TORNTPHARM:2026-07-31:003:NEUTRAL:113600:BALANCE_FORMING_STARTED:113600"", ""DIR:TORNTPHARM:2026-07-31:002:UP:105700:DIRECTIONAL_TREND_RESTORED:113600""]","[""BALANCE_FORMING_STARTED"", ""DIRECTIONAL_TREND_RESTORED""]",FORMING,ALIGNED,"[""CLOSE""]","[""099dd7de-7081-52f9-9bd2-655c56b6256c""]","[""FORCE_EXIT""]",AUCTION_SIGNAL_DOWNSTREAM_V2,TERMINAL,FORCE_EXIT,HIGH,"[{""action"": ""CLOSE"", ""signal_id"": ""099dd7de-7081-52f9-9bd2-655c56b6256c"", ""setup"": ""REVERSAL"", ""side"": ""BUY"", ""stage"": ""FORCE_EXIT"", ""status"": ""INVALIDATED"", ""status_reason"": ""DIRECTIONAL_TREND_RESTORED_INVALIDATED_SETUP"", ""signal_action"": ""CLOSE"", ""signal_state"": ""TERMINAL"", ""trade_action"": ""FORCE_EXIT"", ""management_posture"": ""EXIT"", ""management_reason_code"": ""DIRECTIONAL_TREND_RESTORED_INVALIDATED_SETUP"", ""should_exit_signal"": true}]",672,EXIT,DIRECTIONAL_TREND_RESTORED_INVALIDATED_SETUP,"[""CONTINUATION:PERMIT""]",CLOSE,CAND:dcb490f7068f3aeab3ab074f,OPP:dcb490f7068f3aeab3ab074f,5003.0,True,CLOSE,FORCE_EXIT,INVALIDATED,DIRECTIONAL_TREND_RESTORED_INVALIDATED_SETUP,2026-07-31T11:36:00+05:30,TORNTPHARM,False,ATR_MULTIPLE
NO_EVENT,REVERSAL_LEG,[],[],NONE,,[],[],[],,,,,[],673,,,[],,,,,,NO_ACTION,,,,2026-07-31T11:39:00+05:30,BHEL,,
NO_EVENT,REVERSAL_WATCH,[],[],NONE,OPPOSED,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""aee40fe8-7759-5cec-902a-0db152fe528d"", ""setup"": ""REVERSAL"", ""side"": ""SELL"", ""stage"": ""PROTECT"", ""status"": ""OPEN"", ""status_reason"": ""AUTHORITATIVE_REVERSAL_WATCH"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""AUTHORITATIVE_REVERSAL_WATCH"", ""should_exit_signal"": false}]",674,CAUTION,AUTHORITATIVE_REVERSAL_WATCH,[],HOLD,CAND:c91e30e559c61ae9e4a8e30d,OPP:c91e30e559c61ae9e4a8e30d,1842.1,False,HOLD,PROTECT,OPEN,AUTHORITATIVE_REVERSAL_WATCH,2026-07-31T11:39:00+05:30,CHOLAFIN,False,ATR_MULTIPLE
NO_EVENT,NONE,[],[],LOCKED,UNKNOWN,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""2afed6e7-898c-5a79-8bf5-1d7891f21ccb"", ""setup"": ""REVERSAL"", ""side"": ""SELL"", ""stage"": ""TRANSITION"", ""status"": ""OPEN"", ""status_reason"": ""NO_CURRENT_CREATION_EVENT"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""NO_CURRENT_CREATION_EVENT"", ""should_exit_signal"": false}]",675,CAUTION,NO_CURRENT_CREATION_EVENT,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",HOLD,CAND:995ee50ff305357125723e26,OPP:995ee50ff305357125723e26,1724.2,False,HOLD,TRANSITION,OPEN,NO_CURRENT_CREATION_EVENT,2026-07-31T11:39:00+05:30,COFORGE,False,ATR_MULTIPLE
NO_EVENT,NONE,[],[],NONE,UNKNOWN,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""a73cb6c9-a388-53f1-92b2-41820e34edd3"", ""setup"": ""REVERSAL"", ""side"": ""SELL"", ""stage"": ""TRANSITION"", ""status"": ""OPEN"", ""status_reason"": ""NO_CURRENT_CREATION_EVENT"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""NO_CURRENT_CREATION_EVENT"", ""should_exit_signal"": false}]",676,CAUTION,NO_CURRENT_CREATION_EVENT,[],HOLD,CAND:6644484c352c701feebfdf31,OPP:6644484c352c701feebfdf31,8026.5,False,HOLD,TRANSITION,OPEN,NO_CURRENT_CREATION_EVENT,2026-07-31T11:39:00+05:30,DIVISLAB,False,ATR_MULTIPLE
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],677,,,[],,,,,,NO_ACTION,,,,2026-07-31T11:39:00+05:30,EXIDEIND,,
NO_EVENT,NONE,[],[],NONE,UNKNOWN,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""76d65cfd-3f5f-5419-81f1-24a924660ce7"", ""setup"": ""REVERSAL"", ""side"": ""BUY"", ""stage"": ""TRANSITION"", ""status"": ""OPEN"", ""status_reason"": ""NO_CURRENT_CREATION_EVENT"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""NO_CURRENT_CREATION_EVENT"", ""should_exit_signal"": false}]",678,CAUTION,NO_CURRENT_CREATION_EVENT,[],HOLD,CAND:32b3a707960484f98d8399a7,OPP:32b3a707960484f98d8399a7,17907.0,False,HOLD,TRANSITION,OPEN,NO_CURRENT_CREATION_EVENT,2026-07-31T11:39:00+05:30,FORCEMOT,False,ATR_MULTIPLE
NO_EVENT,NONE,[],[],LOCKED,,[],[],[],,,,,[],679,,,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",,,,,,NO_ACTION,,,,2026-07-31T11:39:00+05:30,GLENMARK,,
NO_EVENT,REVERSAL_WATCH,[],[],LOCKED,,[],[],[],,,,,[],680,,,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",,,,,,NO_ACTION,,,,2026-07-31T11:39:00+05:30,INDUSTOWER,,
NO_EVENT,NONE,[],[],NONE,UNKNOWN,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""fe205a27-ef8f-5bf7-9192-94593d799d94"", ""setup"": ""BREAKOUT_INITIATION"", ""side"": ""BUY"", ""stage"": ""TRANSITION"", ""status"": ""OPEN"", ""status_reason"": ""NO_CURRENT_CREATION_EVENT"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""NO_CURRENT_CREATION_EVENT"", ""should_exit_signal"": false}]",681,CAUTION,NO_CURRENT_CREATION_EVENT,[],HOLD,CAND:4a3872010c190995b2d63ff8,OPP:4a3872010c190995b2d63ff8,628.95,False,HOLD,TRANSITION,OPEN,NO_CURRENT_CREATION_EVENT,2026-07-31T11:39:00+05:30,KALYANKJIL,False,ATR_MULTIPLE
BALANCE_FORMING_STARTED,NONE,"[""BAL:MANAPPURAM:2026-07-31:003:NEUTRAL:113900:BALANCE_FORMING_STARTED:113900""]","[""BALANCE_FORMING_STARTED""]",FORMING,UNKNOWN,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""50c51811-b112-5f0f-9fcc-a1422ceea97c"", ""setup"": ""REVERSAL"", ""side"": ""BUY"", ""stage"": ""TRANSITION"", ""status"": ""OPEN"", ""status_reason"": ""NO_CURRENT_CREATION_EVENT"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""NO_CURRENT_CREATION_EVENT"", ""should_exit_signal"": false}]",682,CAUTION,NO_CURRENT_CREATION_EVENT,[],HOLD,CAND:7316c4a2330c742a8803fe6c,OPP:7316c4a2330c742a8803fe6c,369.15,False,HOLD,TRANSITION,OPEN,NO_CURRENT_CREATION_EVENT,2026-07-31T11:39:00+05:30,MANAPPURAM,False,ATR_MULTIPLE
NO_EVENT,REVERSAL_WATCH,[],[],FORMING,ALIGNED,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""cad8805e-c102-57a4-96c7-d70c9c07f5cc"", ""setup"": ""BREAKOUT_INITIATION"", ""side"": ""BUY"", ""stage"": ""PROTECT"", ""status"": ""OPEN"", ""status_reason"": ""AUTHORITATIVE_REVERSAL_WATCH"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""AUTHORITATIVE_REVERSAL_WATCH"", ""should_exit_signal"": false}]",683,CAUTION,AUTHORITATIVE_REVERSAL_WATCH,[],HOLD,CAND:6e00ceac84968df1df4d7495,OPP:6e00ceac84968df1df4d7495,5416.9,False,HOLD,PROTECT,OPEN,AUTHORITATIVE_REVERSAL_WATCH,2026-07-31T11:39:00+05:30,PERSISTENT,False,ATR_MULTIPLE
NO_EVENT,DIRECTIONAL,[],[],FAILED_BACK_INSIDE,ALIGNED,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""57fbc3b0-0822-51b7-8515-450ea6586841"", ""setup"": ""FAILED_BREAKOUT"", ""side"": ""BUY"", ""stage"": ""ACTIVE"", ""status"": ""OPEN"", ""status_reason"": ""AUTHORITATIVE_DIRECTIONAL_ALIGNED"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""STRENGTHEN"", ""management_reason_code"": ""AUTHORITATIVE_DIRECTIONAL_ALIGNED"", ""should_exit_signal"": false}]",684,STRENGTHEN,AUTHORITATIVE_DIRECTIONAL_ALIGNED,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",HOLD,CAND:dc1ab160fa1ee75a10189da6,OPP:dc1ab160fa1ee75a10189da6,32370.0,False,HOLD,ACTIVE,OPEN,AUTHORITATIVE_DIRECTIONAL_ALIGNED,2026-07-31T11:39:00+05:30,POWERINDIA,True,ATR_MULTIPLE
NO_EVENT,NONE,[],[],FAILED_BACK_INSIDE,,[],[],[],,,,,[],685,,,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",,,,,,NO_ACTION,,,,2026-07-31T11:39:00+05:30,TCS,,
DIRECTIONAL_MATURED,MATURE,"[""DIR:TORNTPHARM:2026-07-31:002:UP:105700:DIRECTIONAL_MATURED:113900""]","[""DIRECTIONAL_MATURED""]",FORMING,,[],[],[],,,,,[],686,,,[],,,,,,NO_ACTION,,,,2026-07-31T11:39:00+05:30,TORNTPHARM,,
BALANCE_FORMING_STARTED,REVERSAL_LEG,"[""BAL:BHEL:2026-07-31:002:NEUTRAL:114200:BALANCE_FORMING_STARTED:114200""]","[""BALANCE_FORMING_STARTED""]",FORMING,,[],[],[],,,,,[],687,,,[],,,,,,NO_ACTION,,,,2026-07-31T11:42:00+05:30,BHEL,,
NO_EVENT,REVERSAL_WATCH,[],[],NONE,OPPOSED,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""aee40fe8-7759-5cec-902a-0db152fe528d"", ""setup"": ""REVERSAL"", ""side"": ""SELL"", ""stage"": ""PROTECT"", ""status"": ""OPEN"", ""status_reason"": ""AUTHORITATIVE_REVERSAL_WATCH"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""AUTHORITATIVE_REVERSAL_WATCH"", ""should_exit_signal"": false}]",688,CAUTION,AUTHORITATIVE_REVERSAL_WATCH,[],HOLD,CAND:c91e30e559c61ae9e4a8e30d,OPP:c91e30e559c61ae9e4a8e30d,1842.1,False,HOLD,PROTECT,OPEN,AUTHORITATIVE_REVERSAL_WATCH,2026-07-31T11:42:00+05:30,CHOLAFIN,False,ATR_MULTIPLE
NO_EVENT,NONE,[],[],LOCKED,UNKNOWN,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""2afed6e7-898c-5a79-8bf5-1d7891f21ccb"", ""setup"": ""REVERSAL"", ""side"": ""SELL"", ""stage"": ""TRANSITION"", ""status"": ""OPEN"", ""status_reason"": ""NO_CURRENT_CREATION_EVENT"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""NO_CURRENT_CREATION_EVENT"", ""should_exit_signal"": false}]",689,CAUTION,NO_CURRENT_CREATION_EVENT,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",HOLD,CAND:995ee50ff305357125723e26,OPP:995ee50ff305357125723e26,1724.2,False,HOLD,TRANSITION,OPEN,NO_CURRENT_CREATION_EVENT,2026-07-31T11:42:00+05:30,COFORGE,False,ATR_MULTIPLE
NO_EVENT,NONE,[],[],NONE,UNKNOWN,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""a73cb6c9-a388-53f1-92b2-41820e34edd3"", ""setup"": ""REVERSAL"", ""side"": ""SELL"", ""stage"": ""TRANSITION"", ""status"": ""OPEN"", ""status_reason"": ""NO_CURRENT_CREATION_EVENT"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""NO_CURRENT_CREATION_EVENT"", ""should_exit_signal"": false}]",690,CAUTION,NO_CURRENT_CREATION_EVENT,[],HOLD,CAND:6644484c352c701feebfdf31,OPP:6644484c352c701feebfdf31,8026.5,False,HOLD,TRANSITION,OPEN,NO_CURRENT_CREATION_EVENT,2026-07-31T11:42:00+05:30,DIVISLAB,False,ATR_MULTIPLE
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],691,,,[],,,,,,NO_ACTION,,,,2026-07-31T11:42:00+05:30,EXIDEIND,,
NO_EVENT,NONE,[],[],NONE,UNKNOWN,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""76d65cfd-3f5f-5419-81f1-24a924660ce7"", ""setup"": ""REVERSAL"", ""side"": ""BUY"", ""stage"": ""TRANSITION"", ""status"": ""OPEN"", ""status_reason"": ""NO_CURRENT_CREATION_EVENT"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""NO_CURRENT_CREATION_EVENT"", ""should_exit_signal"": false}]",692,CAUTION,NO_CURRENT_CREATION_EVENT,[],HOLD,CAND:32b3a707960484f98d8399a7,OPP:32b3a707960484f98d8399a7,17907.0,False,HOLD,TRANSITION,OPEN,NO_CURRENT_CREATION_EVENT,2026-07-31T11:42:00+05:30,FORCEMOT,False,ATR_MULTIPLE
NO_EVENT,NONE,[],[],LOCKED,,[],[],[],,,,,[],693,,,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",,,,,,NO_ACTION,,,,2026-07-31T11:42:00+05:30,GLENMARK,,
NO_EVENT,REVERSAL_WATCH,[],[],LOCKED,,[],[],[],,,,,[],694,,,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",,,,,,NO_ACTION,,,,2026-07-31T11:42:00+05:30,INDUSTOWER,,
DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:KALYANKJIL:2026-07-31:007:UP:114200:DIRECTIONAL_STARTED:114200""]","[""DIRECTIONAL_STARTED""]",NONE,ALIGNED,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""fe205a27-ef8f-5bf7-9192-94593d799d94"", ""setup"": ""BREAKOUT_INITIATION"", ""side"": ""BUY"", ""stage"": ""ACTIVE"", ""status"": ""OPEN"", ""status_reason"": ""AUTHORITATIVE_DIRECTIONAL_ALIGNED"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""STRENGTHEN"", ""management_reason_code"": ""AUTHORITATIVE_DIRECTIONAL_ALIGNED"", ""should_exit_signal"": false}]",695,STRENGTHEN,AUTHORITATIVE_DIRECTIONAL_ALIGNED,[],HOLD,CAND:4a3872010c190995b2d63ff8,OPP:4a3872010c190995b2d63ff8,628.95,False,HOLD,ACTIVE,OPEN,AUTHORITATIVE_DIRECTIONAL_ALIGNED,2026-07-31T11:42:00+05:30,KALYANKJIL,True,ATR_MULTIPLE
NO_EVENT,NONE,[],[],FORMING,UNKNOWN,[],[],[],AUCTION_SIGNAL_DOWNSTREAM_V2,OPEN,HOLD_POSITION,NONE,"[{""action"": ""HOLD"", ""signal_id"": ""50c51811-b112-5f0f-9fcc-a1422ceea97c"", ""setup"": ""REVERSAL"", ""side"": ""BUY"", ""stage"": ""TRANSITION"", ""status"": ""OPEN"", ""status_reason"": ""NO_CURRENT_CREATION_EVENT"", ""signal_action"": ""HOLD"", ""signal_state"": ""OPEN"", ""trade_action"": ""HOLD_POSITION"", ""management_posture"": ""CAUTION"", ""management_reason_code"": ""NO_CURRENT_CREATION_EVENT"", ""should_exit_signal"": false}]",696,CAUTION,NO_CURRENT_CREATION_EVENT,[],HOLD,CAND:7316c4a2330c742a8803fe6c,OPP:7316c4a2330c742a8803fe6c,369.15,False,HOLD,TRANSITION,OPEN,NO_CURRENT_CREATION_EVENT,2026-07-31T11:42:00+05:30,MANAPPURAM,False,ATR_MULTIPLE
